Sales Person,Geography,Product,Date,Amount,Boxes
Kelci Walkden,  New Zealand,Fruit & Nut Bars,24/12/2021,"$3,066 ",192
Jan Morforth,   New Zealand,Spicy Special Slims,24/12/2021,"$1,610 ",68
Dotty Strutley,  UK,99% Dark & Pure,24/12/2021,"$2,450 ",107
Rafaelita Blaksland,   USA,White Choc,24/12/2021,"$5,271 ",406
Andria Kimpton,  India,Eclairs,24/12/2021,"$3,262 ",233
Rafaelita Blaksland,UK,Manuka Honey Choco,24/12/2021,"$3,647 ",114
Madelene Upcott, Canada,Almond Choco,24/12/2021,$875 ,55
Oby Sorrel,  India,Milk Bars,24/12/2021,"$5,271 ",189
Camilla Castle,   India,Smooth Sliky Salty,24/12/2021,$693 ,37
Camilla Castle,  Canada,Baker's Choco Chips,24/12/2021,"$2,667 ",178
Karlen McCaffrey,  Canada,Peanut Butter Cubes,24/12/2021,"$1,449 ",61
Husein Augar,  Australia,Peanut Butter Cubes,24/12/2021,$644 ,27
Ches Bonnell,   New Zealand,Almond Choco,24/12/2021,"$11,788 ",786
Karlen McCaffrey,   Canada,70% Dark Bites,24/12/2021,$385 ,33
Dotty Strutley,   Canada,Fruit & Nut Bars,24/12/2021,$238 ,14
Camilla Castle, India,Raspberry Choco,24/12/2021,$189 ,9
Barr Faughny,   Australia,Choco Coated Almonds,24/12/2021,"$5,642 ",314
Jehu Rudeforth,Canada,85% Dark Bars,24/12/2021,"$11,858 ",659
Jehu Rudeforth, Australia,Spicy Special Slims,24/12/2021,"$3,584 ",171
Brien Boise,  USA,White Choc,24/12/2021,"$3,808 ",347
Jan Morforth, India,70% Dark Bites,24/12/2021,"$2,611 ",238
Roddy Speechley, India,Peanut Butter Cubes,24/12/2021,"$3,045 ",127
Jehu Rudeforth,India,White Choc,24/12/2021,"$5,369 ",448
Mallorie Waber,India,50% Dark Bites,24/12/2021,"$10,353 ",1036
Roddy Speechley, Australia,Milk Bars,24/12/2021,"$4,613 ",171
Camilla Castle,   UK,85% Dark Bars,24/12/2021,"$3,311 ",166
Van Tuxwell,   New Zealand,Raspberry Choco,24/12/2021,"$9,212 ",658
Beverie Moffet,Australia,Orange Choco,24/12/2021,$49 ,4
Jehu Rudeforth,   India,Spicy Special Slims,24/12/2021,"$4,844 ",202
Mallorie Waber,USA,Raspberry Choco,24/12/2021,"$2,513 ",120
Gigi Bohling,USA,Mint Chip Choco,24/12/2021,"$16,653 ",1041
Kelci Walkden,  Australia,Eclairs,24/12/2021,$0 ,0
Van Tuxwell,  Australia,85% Dark Bars,24/12/2021,"$3,052 ",161
Dotty Strutley,  India,Baker's Choco Chips,27/12/2021,"$5,600 ",350
Andria Kimpton,India,Drinking Coco,27/12/2021,"$10,906 ",364
Madelene Upcott,India,Almond Choco,27/12/2021,"$7,658 ",365
Gunar Cockshoot,Canada,Mint Chip Choco,27/12/2021,"$1,232 ",59
Mallorie Waber,  Australia,70% Dark Bites,27/12/2021,"$1,470 ",164
Brien Boise,  New Zealand,Peanut Butter Cubes,28/12/2021,"$3,150 ",126
Gunar Cockshoot,   UK,Choco Coated Almonds,28/12/2021,"$11,718 ",533
Roddy Speechley,   New Zealand,Smooth Sliky Salty,28/12/2021,"$8,575 ",477
Kaine Padly,   India,Fruit & Nut Bars,28/12/2021,"$5,950 ",458
Jehu Rudeforth,Australia,White Choc,28/12/2021,$245 ,25
Camilla Castle,   Australia,Milk Bars,28/12/2021,"$14,189 ",568
Barr Faughny,   New Zealand,White Choc,28/12/2021,"$6,566 ",657
Roddy Speechley,New Zealand,85% Dark Bars,28/12/2021,"$6,286 ",300
Oby Sorrel,  New Zealand,Drinking Coco,28/12/2021,"$10,836 ",417
Barr Faughny,   Canada,Choco Coated Almonds,28/12/2021,$616 ,44
Camilla Castle,   Australia,Organic Choco Syrup,28/12/2021,"$3,528 ",147
Mallorie Waber,   UK,Drinking Coco,28/12/2021,"$3,584 ",163
Dotty Strutley,  India,85% Dark Bars,28/12/2021,"$2,149 ",98
Beverie Moffet,  India,Choco Coated Almonds,28/12/2021,"$14,476 ",658
Dennison Crosswaite,India,Choco Coated Almonds,28/12/2021,"$11,760 ",840
Wilone O'Kielt,UK,85% Dark Bars,28/12/2021,"$3,339 ",167
Mallorie Waber,  New Zealand,Mint Chip Choco,28/12/2021,"$6,510 ",326
Rafaelita Blaksland,   Canada,Almond Choco,28/12/2021,"$7,042 ",307
Gigi Bohling,  UK,Spicy Special Slims,28/12/2021,"$12,768 ",456
Van Tuxwell,New Zealand,Almond Choco,29/12/2021,"$4,102 ",196
Mallorie Waber,  Canada,Almond Choco,29/12/2021,"$12,180 ",580
Brien Boise,   UK,Mint Chip Choco,29/12/2021,"$9,506 ",529
Madelene Upcott,  Canada,Milk Bars,29/12/2021,"$1,162 ",41
Marney O'Breen, Canada,70% Dark Bites,29/12/2021,$567 ,81
Curtice Advani,   Australia,70% Dark Bites,29/12/2021,"$8,365 ",761
Camilla Castle,UK,Baker's Choco Chips,29/12/2021,"$4,599 ",288
Gigi Bohling,  Australia,Mint Chip Choco,29/12/2021,"$7,413 ",391
Kaine Padly,Canada,70% Dark Bites,29/12/2021,"$6,069 ",759
Barr Faughny,India,Orange Choco,29/12/2021,"$5,068 ",724
Camilla Castle,  Canada,Peanut Butter Cubes,29/12/2021,"$5,474 ",219
Dotty Strutley,  UK,Baker's Choco Chips,30/12/2021,"$9,954 ",830
Marney O'Breen, India,Smooth Sliky Salty,31/12/2021,"$11,592 ",682
Barr Faughny,Canada   ,50% Dark Bites,26/1/2022,"$4,067 ",170
Kelci Walkden,Canada,After Nines,5/1/2022,"$14,553 ",910
Rafaelita Blaksland,Canada  ,70% Dark Bites,24/1/2022,"$2,730 ",137
Jan Morforth,UK   ,Smooth Sliky Salty,19/1/2022,"$9,625 ",642
Marney O'Breen,Canada   ,Peanut Butter Cubes,28/1/2022,"$10,255 ",733
Kelci Walkden,UK,Baker's Choco Chips,5/1/2022,"$1,323 ",67
Wilone O'Kielt,New Zealand   ,Mint Chip Choco,28/1/2022,"$16,800 ",800
Jan Morforth,USA ,85% Dark Bars,10/1/2022,"$2,996 ",428
Marney O'Breen,India ,Almond Choco,13/1/2022,"$9,093 ",325
Van Tuxwell,Canada   ,Peanut Butter Cubes,5/1/2022,"$1,400 ",88
Barr Faughny,India ,Spicy Special Slims,13/1/2022,"$2,947 ",328
Beverie Moffet,Canada ,Caramel Stuffed Bars,3/1/2022,"$4,830 ",537
Dotty Strutley,New Zealand,After Nines,5/1/2022,"$3,444 ",173
Gigi Bohling,India,50% Dark Bites,21/1/2022,"$16,121 ",621
Gigi Bohling,Canada,Choco Coated Almonds,4/1/2022,"$2,149 ",114
Dennison Crosswaite,Australia,Orange Choco,21/1/2022,"$5,649 ",354
Gunar Cockshoot,New Zealand   ,Orange Choco,28/1/2022,"$2,842 ",203
Kelci Walkden,India  ,Milk Bars,18/1/2022,"$2,296 ",144
Mallorie Waber,USA ,Peanut Butter Cubes,11/1/2022,"$12,481 ",1041
Roddy Speechley,Australia ,Baker's Choco Chips,3/1/2022,"$8,701 ",363
Van Tuxwell,USA,Smooth Sliky Salty,4/1/2022,"$1,337 ",103
Marney O'Breen,Canada ,Caramel Stuffed Bars,7/1/2022,"$1,470 ",123
Andria Kimpton,USA  ,Baker's Choco Chips,28/1/2022,"$9,373 ",427
Dotty Strutley,New Zealand   ,Orange Choco,7/1/2022,"$2,877 ",206
Brien Boise,Australia  ,Drinking Coco,20/1/2022,"$8,113 ",1353
Roddy Speechley,UK ,Caramel Stuffed Bars,3/1/2022,"$12,145 ",1013
Roddy Speechley,India  ,Caramel Stuffed Bars,7/1/2022,"$14,665 ",1467
Gigi Bohling,UK  ,Drinking Coco,26/1/2022,"$8,421 ",1404
Brien Boise,UK   ,Manuka Honey Choco,14/1/2022,"$6,307 ",574
Karlen McCaffrey,Australia ,Raspberry Choco,3/1/2022,"$13,048 ",653
Ches Bonnell,UK,85% Dark Bars,18/1/2022,"$10,192 ",1274
Oby Sorrel,USA   ,Manuka Honey Choco,19/1/2022,"$3,857 ",322
Rafaelita Blaksland,New Zealand  ,Orange Choco,24/1/2022,"$3,997 ",236
Dennison Crosswaite,India,Mint Chip Choco,5/1/2022,"$1,183 ",54
Roddy Speechley,New Zealand ,Caramel Stuffed Bars,10/1/2022,"$9,849 ",1095
Karlen McCaffrey,UK ,After Nines,14/1/2022,"$7,756 ",409
Dotty Strutley,India   ,Orange Choco,21/1/2022,"$2,058 ",147
Karlen McCaffrey,New Zealand,Manuka Honey Choco,7/1/2022,"$8,477 ",707
Karlen McCaffrey,New Zealand ,Orange Choco,19/1/2022,"$3,647 ",215
Roddy Speechley,New Zealand,Peanut Butter Cubes,18/1/2022,"$5,985 ",461
Jehu Rudeforth,Canada,Fruit & Nut Bars,25/1/2022,"$8,218 ",822
Kelci Walkden,New Zealand  ,Orange Choco,13/1/2022,"$4,494 ",265
Dotty Strutley,Australia,Spicy Special Slims,25/1/2022,"$4,900 ",700
Mallorie Waber,New Zealand   ,White Choc,7/1/2022,"$11,949 ",1328
Jehu Rudeforth,Australia   ,99% Dark & Pure,11/1/2022,"$13,139 ",939
Madelene Upcott,New Zealand   ,White Choc,6/1/2022,"$8,288 ",1382
Oby Sorrel,UK  ,Milk Bars,14/1/2022,"$2,765 ",185
Gigi Bohling,New Zealand ,Smooth Sliky Salty,19/1/2022,"$3,794 ",271
Andria Kimpton,Canada   ,50% Dark Bites,5/1/2022,$714 ,30
Dennison Crosswaite,Australia   ,Baker's Choco Chips,10/1/2022,"$9,779 ",426
Jehu Rudeforth,India,Milk Bars,7/1/2022,"$6,237 ",446
Beverie Moffet,USA ,Fruit & Nut Bars,28/1/2022,"$6,573 ",598
Oby Sorrel,USA,White Choc,6/1/2022,"$14,777 ",2463
Madelene Upcott,USA,Choco Coated Almonds,14/1/2022,$609 ,36
Husein Augar,UK   ,Baker's Choco Chips,7/1/2022,"$2,660 ",133
Jan Morforth,India,50% Dark Bites,26/1/2022,"$5,208 ",193
Camilla Castle,New Zealand ,85% Dark Bars,24/1/2022,$231 ,33
Curtice Advani,USA,Smooth Sliky Salty,21/1/2022,"$12,341 ",1029
Jan Morforth,UK   ,Organic Choco Syrup,11/1/2022,"$1,799 ",164
Rafaelita Blaksland,Canada   ,Eclairs,13/1/2022,"$11,130 ",1237
Mallorie Waber,Canada   ,Milk Bars,11/1/2022,"$2,282 ",163
Husein Augar,New Zealand   ,White Choc,20/1/2022,"$2,611 ",373
Jehu Rudeforth,Australia ,85% Dark Bars,18/1/2022,$812 ,116
Gunar Cockshoot,New Zealand   ,Choco Coated Almonds,19/1/2022,"$14,196 ",676
Marney O'Breen,New Zealand  ,Baker's Choco Chips,11/1/2022,"$9,163 ",382
Jehu Rudeforth,USA,Peanut Butter Cubes,7/1/2022,"$9,219 ",615
Andria Kimpton,UK  ,50% Dark Bites,10/1/2022,"$10,374 ",385
Dotty Strutley,Canada ,50% Dark Bites,5/1/2022,"$15,988 ",640
Jehu Rudeforth,New Zealand  ,99% Dark & Pure,10/1/2022,"$6,363 ",490
Van Tuxwell,New Zealand,Fruit & Nut Bars,26/1/2022,"$3,976 ",398
Ches Bonnell,Australia  ,Choco Coated Almonds,6/1/2022,"$5,607 ",330
Mallorie Waber,UK  ,Baker's Choco Chips,28/1/2022,"$3,598 ",150
Dotty Strutley,USA  ,99% Dark & Pure,19/1/2022,"$3,598 ",277
Beverie Moffet,UK   ,85% Dark Bars,19/1/2022,"$1,981 ",331
Dennison Crosswaite,UK ,Caramel Stuffed Bars,12/1/2022,"$9,933 ",1242
Beverie Moffet,Canada ,White Choc,3/1/2022,$315 ,45
Husein Augar,India,Orange Choco,18/1/2022,"$11,144 ",620
Marney O'Breen,UK ,Almond Choco,24/1/2022,$497 ,20
Wilone O'Kielt,Canada,Manuka Honey Choco,6/1/2022,"$2,471 ",177
Dennison Crosswaite,USA  ,Drinking Coco,12/1/2022,"$13,363 ",1485
Marney O'Breen,UK ,Drinking Coco,7/1/2022,"$3,402 ",567
Barr Faughny,New Zealand ,Raspberry Choco,7/1/2022,"$18,011 ",858
Camilla Castle,Canada ,Milk Bars,13/1/2022,"$6,811 ",379
Husein Augar,New Zealand ,Drinking Coco,10/1/2022,"$11,438 ",1430
Dotty Strutley,UK   ,50% Dark Bites,11/1/2022,$210 ,8
Husein Augar,Canada,Caramel Stuffed Bars,24/1/2022,"$3,066 ",307
Andria Kimpton,India ,After Nines,18/1/2022,"$3,584 ",224
Wilone O'Kielt,USA   ,Choco Coated Almonds,13/1/2022,"$7,168 ",378
Brien Boise,New Zealand,Eclairs,10/1/2022,"$3,276 ",298
Barr Faughny,Canada  ,Spicy Special Slims,28/1/2022,"$5,138 ",571
Dennison Crosswaite,Australia ,Choco Coated Almonds,14/1/2022,"$3,710 ",196
Marney O'Breen,Canada   ,After Nines,18/1/2022,"$7,588 ",447
Van Tuxwell,Canada ,Manuka Honey Choco,25/1/2022,"$3,087 ",281
Dotty Strutley,India  ,After Nines,5/1/2022,$0 ,0
Jan Morforth,New Zealand,Drinking Coco,7/1/2022,"$4,424 ",632
Rafaelita Blaksland,Canada ,Organic Choco Syrup,17/1/2022,"$5,152 ",397
Kelci Walkden,Canada   ,Milk Bars,19/1/2022,"$3,409 ",244
Van Tuxwell,New Zealand,Almond Choco,21/1/2022,"$10,486 ",404
Gigi Bohling,USA  ,Organic Choco Syrup,26/1/2022,"$9,065 ",698
Karlen McCaffrey,UK,Eclairs,21/1/2022,"$11,417 ",952
Brien Boise,New Zealand ,Peanut Butter Cubes,11/1/2022,"$6,020 ",430
Dotty Strutley,India ,Eclairs,12/1/2022,"$10,045 ",773
Van Tuxwell,New Zealand  ,Eclairs,6/1/2022,"$3,731 ",415
Beverie Moffet,Australia   ,85% Dark Bars,7/1/2022,"$6,853 ",1143
Dennison Crosswaite,Australia  ,Smooth Sliky Salty,10/1/2022,$994 ,67
Husein Augar,New Zealand,Mint Chip Choco,13/1/2022,"$1,148 ",46
Marney O'Breen,Australia,Milk Bars,18/1/2022,"$11,564 ",771
Beverie Moffet,New Zealand ,Choco Coated Almonds,21/1/2022,"$10,444 ",581
Ches Bonnell,India  ,Peanut Butter Cubes,21/1/2022,"$16,072 ",1005
Jehu Rudeforth,UK  ,99% Dark & Pure,24/1/2022,"$6,363 ",425
Husein Augar,Canada   ,Organic Choco Syrup,14/1/2022,"$11,137 ",796
Jehu Rudeforth,UK  ,After Nines,6/1/2022,$826 ,52
Rafaelita Blaksland,India  ,Organic Choco Syrup,26/1/2022,"$6,517 ",435
Brien Boise,Canada,Smooth Sliky Salty,6/1/2022,"$1,715 ",132
Beverie Moffet,New Zealand   ,Fruit & Nut Bars,24/1/2022,"$3,213 ",357
Beverie Moffet,UK ,Raspberry Choco,21/1/2022,"$9,366 ",521
Wilone O'Kielt,Canada   ,Organic Choco Syrup,3/1/2022,"$13,202 ",881
Beverie Moffet,UK ,Organic Choco Syrup,25/1/2022,"$3,724 ",249
Ches Bonnell,UK   ,70% Dark Bites,25/1/2022,"$5,159 ",246
Ches Bonnell,USA   ,85% Dark Bars,19/1/2022,"$8,064 ",1613
Roddy Speechley,Canada  ,Smooth Sliky Salty,7/1/2022,"$3,773 ",270
Camilla Castle,UK ,Raspberry Choco,21/1/2022,$861 ,44
Madelene Upcott,Canada  ,Spicy Special Slims,18/1/2022,"$7,245 ",906
Wilone O'Kielt,UK   ,Choco Coated Almonds,24/1/2022,"$12,971 ",649
Wilone O'Kielt,India  ,Smooth Sliky Salty,24/1/2022,"$5,544 ",396
Dennison Crosswaite,USA,Almond Choco,25/1/2022,"$5,026 ",194
Brien Boise,New Zealand,Baker's Choco Chips,14/1/2022,"$3,955 ",180
Karlen McCaffrey,India   ,Milk Bars,18/1/2022,"$8,260 ",486
Madelene Upcott,Australia ,Choco Coated Almonds,7/1/2022,"$9,905 ",472
Mallorie Waber,Canada,Almond Choco,19/1/2022,"$3,206 ",119
Van Tuxwell,Australia,Baker's Choco Chips,11/1/2022,"$2,142 ",98
Dennison Crosswaite,Canada ,White Choc,28/1/2022,"$1,547 ",258
Ches Bonnell,India   ,Eclairs,26/1/2022,"$5,306 ",409
Barr Faughny,Canada   ,Almond Choco,7/1/2022,"$4,284 ",179
Beverie Moffet,Australia,Fruit & Nut Bars,14/1/2022,$182 ,19
Jehu Rudeforth,New Zealand,After Nines,7/1/2022,"$7,742 ",388
Gigi Bohling,Australia  ,Fruit & Nut Bars,27/1/2022,"$1,897 ",211
Curtice Advani,Australia   ,After Nines,24/1/2022,"$1,113 ",70
Andria Kimpton,Australia  ,Manuka Honey Choco,11/1/2022,"$6,699 ",609
Dennison Crosswaite,USA ,Orange Choco,14/1/2022,"$7,805 ",488
Kelci Walkden,UK   ,Spicy Special Slims,11/1/2022,"$8,134 ",1162
Ches Bonnell,Canada ,99% Dark & Pure,28/1/2022,"$12,901 ",993
Curtice Advani,Australia ,Milk Bars,14/1/2022,"$7,189 ",423
Kelci Walkden,UK  ,Organic Choco Syrup,21/1/2022,"$3,073 ",205
Beverie Moffet,Canada,85% Dark Bars,17/1/2022,"$4,319 ",864
Van Tuxwell,India,Organic Choco Syrup,19/1/2022,$252 ,23
Oby Sorrel,India   ,Manuka Honey Choco,7/1/2022,"$3,094 ",258
Marney O'Breen,India  ,Caramel Stuffed Bars,4/1/2022,"$4,578 ",509
Wilone O'Kielt,USA   ,Caramel Stuffed Bars,26/1/2022,"$6,153 ",684
Gunar Cockshoot,India  ,99% Dark & Pure,6/1/2022,"$2,401 ",161
Camilla Castle,Australia  ,Peanut Butter Cubes,25/1/2022,"$5,334 ",411
Kelci Walkden,UK,Choco Coated Almonds,27/1/2022,"$10,766 ",634
Karlen McCaffrey,UK,Orange Choco,5/1/2022,"$7,651 ",511
Brien Boise,UK   ,Smooth Sliky Salty,24/1/2022,$315 ,20
Jan Morforth,USA ,Caramel Stuffed Bars,5/1/2022,"$7,189 ",654
Kelci Walkden,UK ,Peanut Butter Cubes,24/1/2022,"$1,918 ",137
Jan Morforth,New Zealand ,Manuka Honey Choco,27/1/2022,"$12,376 ",884
Marney O'Breen,New Zealand,Raspberry Choco,19/1/2022,"$1,134 ",54
Camilla Castle,Australia,Raspberry Choco,25/1/2022,"$3,248 ",155
Brien Boise,Australia  ,Milk Bars,11/1/2022,"$5,670 ",405
Van Tuxwell,India,White Choc,19/1/2022,"$5,369 ",1074
Andria Kimpton,Canada ,Raspberry Choco,19/1/2022,"$3,913 ",187
Brien Boise,Australia  ,Peanut Butter Cubes,11/1/2022,"$5,922 ",423
Dotty Strutley,Canada,70% Dark Bites,10/1/2022,"$1,988 ",87
Camilla Castle,UK   ,Manuka Honey Choco,19/1/2022,$273 ,28
Ches Bonnell,Canada   ,Orange Choco,10/1/2022,"$7,679 ",480
Andria Kimpton,Canada ,Organic Choco Syrup,28/1/2022,"$7,161 ",651
Madelene Upcott,India ,Fruit & Nut Bars,4/1/2022,"$2,387 ",299
Gunar Cockshoot,New Zealand   ,Milk Bars,12/1/2022,"$4,039 ",238
Camilla Castle,Canada ,Drinking Coco,19/1/2022,"$6,041 ",1209
Gigi Bohling,India  ,White Choc,26/1/2022,"$2,933 ",367
Jehu Rudeforth,UK ,Baker's Choco Chips,24/1/2022,"$2,772 ",116
Brien Boise,New Zealand,Caramel Stuffed Bars,14/1/2022,"$2,989 ",374
Beverie Moffet,Canada  ,Choco Coated Almonds,25/1/2022,"$5,747 ",320
Kaine Padly,New Zealand  ,Fruit & Nut Bars,14/1/2022,"$2,485 ",277
Madelene Upcott,New Zealand   ,Orange Choco,5/1/2022,"$6,475 ",405
Husein Augar,Australia,Spicy Special Slims,26/1/2022,"$10,115 ",1265
Gunar Cockshoot,UK ,Fruit & Nut Bars,28/1/2022,"$11,935 ",1492
Ches Bonnell,Canada,85% Dark Bars,19/1/2022,"$3,052 ",611
Beverie Moffet,Canada   ,After Nines,28/1/2022,"$5,089 ",268
Madelene Upcott,Canada,White Choc,19/1/2022,"$3,108 ",389
Ches Bonnell,India ,Almond Choco,21/1/2022,"$5,908 ",247
Mallorie Waber,New Zealand   ,Manuka Honey Choco,5/1/2022,"$1,792 ",138
Barr Faughny,New Zealand ,Organic Choco Syrup,14/1/2022,"$6,321 ",575
Van Tuxwell,Canada,White Choc,19/1/2022,"$2,758 ",307
Barr Faughny,Canada ,Peanut Butter Cubes,27/1/2022,"$6,811 ",568
Marney O'Breen,Australia   ,Eclairs,5/1/2022,"$6,643 ",739
Curtice Advani,USA,White Choc,14/1/2022,"$13,328 ",1904
Kelci Walkden,USA  ,Eclairs,26/1/2022,"$5,355 ",412
Camilla Castle,New Zealand   ,After Nines,20/1/2022,"$13,062 ",817
Gunar Cockshoot,New Zealand ,Baker's Choco Chips,6/1/2022,"$14,609 ",636
Dennison Crosswaite,UK  ,85% Dark Bars,19/1/2022,"$3,556 ",445
Gunar Cockshoot,India  ,Organic Choco Syrup,17/1/2022,"$20,741 ",1596
Mallorie Waber,India  ,85% Dark Bars,24/1/2022,"$11,249 ",1607
Rafaelita Blaksland,India,Milk Bars,18/1/2022,"$1,757 ",104
Beverie Moffet,Australia,Organic Choco Syrup,24/1/2022,$350 ,25
Curtice Advani,India ,Baker's Choco Chips,21/1/2022,"$1,400 ",64
Barr Faughny,India,85% Dark Bars,13/1/2022,"$6,769 ",847
Barr Faughny,India,After Nines,26/1/2022,"$9,002 ",563
Madelene Upcott,Canada   ,Manuka Honey Choco,19/1/2022,"$9,975 ",713
Kaine Padly,India,Milk Bars,19/1/2022,"$6,307 ",371
Andria Kimpton,New Zealand  ,50% Dark Bites,7/1/2022,"$2,079 ",87
Andria Kimpton,Australia ,50% Dark Bites,17/1/2022,"$4,816 ",186
Roddy Speechley,UK,99% Dark & Pure,3/1/2022,"$13,426 ",1033
Andria Kimpton,India ,50% Dark Bites,26/1/2022,"$5,775 ",231
Mallorie Waber,India  ,Milk Bars,7/1/2022,"$18,130 ",1008
Gunar Cockshoot,India,Peanut Butter Cubes,28/1/2022,"$9,247 ",578
Gigi Bohling,Canada,Manuka Honey Choco,31/1/2022,"$8,162 ",742
Brien Boise,USA,Mint Chip Choco,14/1/2022,$812 ,37
Brien Boise,Canada  ,Spicy Special Slims,4/1/2022,"$10,710 ",1339
Barr Faughny,Canada   ,After Nines,24/1/2022,"$8,617 ",507
Andria Kimpton,Canada   ,Peanut Butter Cubes,28/1/2022,"$10,731 ",826
Beverie Moffet,USA ,99% Dark & Pure,26/1/2022,$980 ,76
Kelci Walkden,Canada  ,Mint Chip Choco,25/1/2022,"$1,393 ",67
Roddy Speechley,New Zealand  ,Raspberry Choco,19/1/2022,"$8,225 ",433
Oby Sorrel,New Zealand,Raspberry Choco,12/1/2022,"$3,339 ",197
Roddy Speechley,Canada   ,99% Dark & Pure,26/1/2022,"$4,053 ",312
Wilone O'Kielt,New Zealand,Smooth Sliky Salty,24/1/2022,"$5,110 ",394
Karlen McCaffrey,Canada ,50% Dark Bites,18/1/2022,"$4,557 ",163
Gunar Cockshoot,Australia,Manuka Honey Choco,6/1/2022,"$6,727 ",673
Madelene Upcott,USA   ,85% Dark Bars,18/1/2022,"$4,774 ",531
Marney O'Breen,New Zealand ,Almond Choco,25/1/2022,"$6,447 ",258
Karlen McCaffrey,New Zealand  ,Mint Chip Choco,26/1/2022,"$6,034 ",263
Kelci Walkden,Australia   ,Drinking Coco,4/1/2022,"$15,372 ",3075
Gunar Cockshoot,UK ,Choco Coated Almonds,24/1/2022,"$4,753 ",251
Marney O'Breen,Australia ,99% Dark & Pure,10/1/2022,"$4,039 ",337
Karlen McCaffrey,New Zealand   ,85% Dark Bars,10/1/2022,$735 ,105
Marney O'Breen,UK  ,After Nines,14/1/2022,"$2,786 ",175
Madelene Upcott,UK   ,Choco Coated Almonds,11/1/2022,"$17,115 ",815
Gigi Bohling,India,Drinking Coco,14/1/2022,"$4,774 ",955
Oby Sorrel,India   ,Fruit & Nut Bars,3/1/2022,"$15,204 ",1383
Roddy Speechley,India  ,Baker's Choco Chips,25/1/2022,"$6,111 ",291
Kelci Walkden,New Zealand ,Fruit & Nut Bars,4/1/2022,$945 ,135
Karlen McCaffrey,USA   ,70% Dark Bites,6/1/2022,"$1,960 ",86
Jan Morforth,Australia  ,Raspberry Choco,25/1/2022,"$9,156 ",509
Mallorie Waber,Australia ,Spicy Special Slims,27/1/2022,"$4,809 ",802
Ches Bonnell,Canada ,Peanut Butter Cubes,10/1/2022,"$3,381 ",242
Jan Morforth,New Zealand ,Spicy Special Slims,27/1/2022,"$8,890 ",1482
Rafaelita Blaksland,Canada,Manuka Honey Choco,27/1/2022,"$2,065 ",173
Mallorie Waber,UK  ,Smooth Sliky Salty,6/1/2022,"$10,409 ",744
Gunar Cockshoot,USA ,Smooth Sliky Salty,11/1/2022,"$18,788 ",1342
Andria Kimpton,Australia ,White Choc,18/1/2022,"$4,928 ",704
Barr Faughny,Australia   ,Organic Choco Syrup,3/1/2022,"$9,394 ",627
Dotty Strutley,Australia ,Orange Choco,13/1/2022,"$5,152 ",304
Gunar Cockshoot,Australia,Mint Chip Choco,3/1/2022,"$7,112 ",285
Andria Kimpton,New Zealand,Smooth Sliky Salty,14/1/2022,"$7,028 ",469
Ches Bonnell,New Zealand,Raspberry Choco,21/1/2022,"$20,720 ",1091
Andria Kimpton,Australia   ,After Nines,7/1/2022,"$3,682 ",217
Wilone O'Kielt,Australia ,White Choc,14/1/2022,"$3,220 ",537
Madelene Upcott,India   ,Raspberry Choco,13/1/2022,"$10,598 ",589
Oby Sorrel,Canada,99% Dark & Pure,5/1/2022,"$7,651 ",589
Wilone O'Kielt,Australia ,Caramel Stuffed Bars,26/1/2022,"$14,266 ",1427
Gigi Bohling,Canada ,After Nines,28/1/2022,"$9,730 ",609
Karlen McCaffrey,India,Caramel Stuffed Bars,10/1/2022,"$4,200 ",467
Andria Kimpton,India   ,85% Dark Bars,21/1/2022,"$13,195 ",2200
Van Tuxwell,Canada ,Mint Chip Choco,5/1/2022,"$13,986 ",583
Van Tuxwell,UK  ,Drinking Coco,3/1/2022,$70 ,12
Dotty Strutley,UK ,Baker's Choco Chips,11/1/2022,"$9,401 ",448
Oby Sorrel,Australia  ,Manuka Honey Choco,7/1/2022,"$1,491 ",136
Rafaelita Blaksland,India  ,Almond Choco,11/1/2022,"$13,874 ",534
Jan Morforth,Australia ,Organic Choco Syrup,18/1/2022,"$1,379 ",99
Madelene Upcott,UK   ,Almond Choco,11/1/2022,"$5,369 ",199
Dotty Strutley,UK  ,White Choc,5/1/2022,"$7,469 ",1067
Dennison Crosswaite,India   ,Almond Choco,24/1/2022,"$4,361 ",156
Van Tuxwell,India ,Mint Chip Choco,18/1/2022,"$6,426 ",268
Wilone O'Kielt,Canada ,70% Dark Bites,25/1/2022,"$5,173 ",247
Madelene Upcott,UK  ,Caramel Stuffed Bars,7/1/2022,"$3,878 ",485
Gunar Cockshoot,UK  ,Orange Choco,26/1/2022,"$3,143 ",197
Oby Sorrel,Australia,99% Dark & Pure,4/1/2022,"$2,373 ",159
Rafaelita Blaksland,UK,Eclairs,3/1/2022,"$7,749 ",775
Wilone O'Kielt,Canada   ,Mint Chip Choco,10/1/2022,"$6,741 ",307
Wilone O'Kielt,Australia   ,Choco Coated Almonds,12/1/2022,"$3,920 ",207
Ches Bonnell,Australia,Caramel Stuffed Bars,5/1/2022,"$1,316 ",147
Gunar Cockshoot,USA   ,Eclairs,28/1/2022,"$3,150 ",287
Barr Faughny,Australia ,After Nines,5/1/2022,"$6,909 ",407
Jan Morforth,Australia   ,50% Dark Bites,14/1/2022,"$4,466 ",187
Karlen McCaffrey,USA  ,99% Dark & Pure,28/1/2022,"$2,247 ",205
Gunar Cockshoot,Canada   ,White Choc,3/1/2022,$329 ,66
